date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:51	327/327	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Oct%202016%2015:26:50%20GMT	http://instantgems.us/robots.txt		(from )
18:26:52	2612/2612	---M--	200	added ('OK')	text/html	date:Sun,%2002%20Oct%202016%2013:25:36%20GMT	http://instantgems.us/	C:/My%20Web%20Sites/Landing%201/instantgems.us/index.html	(from )
18:26:54	175898/175898	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/css/_bower.css	C:/My%20Web%20Sites/Landing%201/instantgems.us/css/_bower.css	(from http://instantgems.us/)
18:26:55	22879/22879	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/css/sweetalert.css	C:/My%20Web%20Sites/Landing%201/instantgems.us/css/sweetalert.css	(from http://instantgems.us/)
18:26:56	16474/16474	---M--	200	added ('OK')	text/css	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/css/style.css	C:/My%20Web%20Sites/Landing%201/instantgems.us/css/style.css	(from http://instantgems.us/)
18:26:56	1/1	---M--	200	added ('OK')	application/javascript	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/js/scripts.js	C:/My%20Web%20Sites/Landing%201/instantgems.us/js/scripts.js	(from http://instantgems.us/)
18:27:00	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/glyphicons-halflings-regular.eot	(from http://instantgems.us/css/_bower.css)
18:27:00	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/glyphicons-halflings-regulard41d_162a16fe.eot	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/glyphicons-halflings-regulard41d_162a16fe.eot	(from http://instantgems.us/css/_bower.css)
18:27:00	29316/29316	---M--	200	added ('OK')	text/html	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/glyphicons-halflings-regular.html	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/glyphicons-halflings-regular.html	(from http://instantgems.us/css/_bower.css)
18:27:05	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Sun,%2002%20Oct%202016%2013:16:42%20GMT	http://instantgems.us/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/glyphicons-halflings-regular.woff	(from http://instantgems.us/css/_bower.css)
18:27:08	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2002%20Oct%202016%2013:16:46%20GMT	http://instantgems.us/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Landing%201/instantgems.us/fonts/glyphicons-halflings-regular.svg	(from http://instantgems.us/css/_bower.css)
